PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,performance
0.7085525875648477,-0.6783801138599339,-0.6182800983376568,-0.46539646772524756,-0.23270140015959395,0.14705577283879445,0.17317057280696085,0.34768225545011283,0.09947380533160552,-0.34207699214935766,3
0.6403951640793524,-0.7463561939693584,-0.5383151261566781,-0.32269065616989234,0.01856261499311751,0.03511271412278516,0.11348572721581157,0.10787993553802344,0.0989836352226562,-0.3365650386249358,2
0.6666609715870833,-0.7498060048121682,-0.5605667541095836,-0.32526378672076506,-0.01360111283626142,0.01726265021571516,0.07216329825365031,-0.14344902514774815,0.127236064091877,-0.33841423914439167,3
0.69409471469815,-0.7155420241205545,-0.5330319231634133,-0.30569001815355845,-0.046136935601944984,-0.006820395413831393,0.019524282969903384,-0.3208442784347889,0.09646650736426982,-0.360150265823628,3
0.7052119439112798,-0.7372997956189913,-0.572140599779707,-0.29839057911263467,0.0075822686397508665,-0.017088200674636234,0.040914444059054256,-0.3397146213015243,0.1251700593288977,-0.33562713096073654,3
0.7297855671452622,-0.6954813878908729,-0.5708711357851526,-0.3025945680052482,-0.019929553689375545,-0.021046057329009715,0.017636213242833487,-0.3719991012933026,0.13433461661567425,-0.3244400334163099,3
0.7492089759527454,-0.6609288851829924,-0.6055308563122976,-0.3286996929004018,-0.03740895138609579,-0.0004983473502795377,0.05434735697571147,-0.19752472628262363,0.10986572167303386,-0.33206575061171933,3
0.7798843403291944,-0.6109000468544277,-0.6192807093002582,-0.33954026489858435,-0.07799923452062085,0.009117432329953157,0.05835230388947571,-0.13068270397879633,0.10309812073839007,-0.3321622965711057,3
0.7775059444230445,-0.5930965140175208,-0.6253116639805198,-0.3140174063786607,-0.025512945916803975,-0.010800481204552792,0.04718953157078398,-0.0905074176255446,0.10744277569084379,-0.3149047417329222,3
0.7797486331011017,-0.5675832581725109,-0.6063015877862012,-0.2647132650985129,0.048746957670185775,-0.03870670580274149,0.03067156418208311,-0.024029043925375637,0.11205606994705768,-0.2732198782858565,3
0.7989928465288261,-0.5359907585582655,-0.607930416249446,-0.2444304493925893,0.04748977049131531,-0.049215410109874735,0.013168475914506705,-0.01299897955412388,0.1098531551133189,-0.26715640464061197,3
0.8117445153005491,-0.5280980698653519,-0.6473800282302371,-0.2218107268560745,0.04730633706697729,-0.058024800661806486,0.004538736115730024,-0.009651728058767128,0.11418415268103443,-0.2779658244789478,3
0.8339829464028925,-0.5274630308781061,-0.6570285341759708,-0.16437016291144024,0.07164849268603857,-0.09345424811808817,-0.04491282508496974,-0.17054447471555811,0.15809268383776395,-0.2690287738657476,3
0.7008514782382218,-0.2652761873705487,-0.7614579013848763,0.10445519585652763,0.27979606858383677,0.7841951130599093,-0.06273824962997848,-0.31178754349742244,0.16527452538623927,-0.26227440971983185,3
0.7076393292173402,-0.27290935284472306,-0.7739589317130925,0.17027386986599113,0.3507771961230526,0.7437841843471021,-0.0806816141010232,-0.398773579552377,0.16765005151305123,-0.30797412468591295,3
0.7425992175007876,-0.2708278359286964,-0.8141271480249763,0.19924174628898017,0.3613362197156349,0.7315163389058731,-0.068258276425045,-0.4273138428015051,0.18374737277051742,-0.28314898617046125,3
0.7631672156903309,-0.22850064614025034,-0.8335594542190433,0.24765488933411373,0.315342054093559,0.7141189857030178,-0.05993343623729769,-0.481977847289333,0.19945810567725686,-0.3088194553082315,3
0.7766829141420326,-0.18152258731888748,-0.8420975061758801,0.30376409308638763,0.3593326294606676,0.7043159420324153,-0.035372326832874945,-0.2837721907896793,0.2762652344992046,-0.21683748731617475,3
0.8105501850391394,-0.16910776592504706,-0.8689689119897729,0.33486249630947773,0.35050117620432375,0.7030929321920131,-0.0457976104177249,-0.2436804822837948,0.2921721214696342,-0.2029434279063857,3
0.8169024251838268,-0.16311268618698294,-0.9295409514077074,0.33452523625190844,0.32414012706546225,0.7190995392018066,0.0027086784869064795,-0.10759182362596675,0.2748939811139225,-0.20323539289836712,3
0.8346123278254642,-0.13418966049085568,-0.9294697956093431,0.35365839811404953,0.30099700632628124,0.7176112649786052,-0.013539334463721686,-0.08656484502026307,0.29935776556225036,-0.1921684868881337,3
0.8563391422109261,-0.13436158895195027,-0.9752958391749112,0.3868223947236058,0.2913234081742557,0.7117314100564366,-0.010903069047013436,-0.09245315913372887,0.3223204866900162,-0.2073491710805875,3
0.8488218042397742,-0.11481020487801019,-0.97066771513601,0.41529007257683714,0.2863816039278253,0.6996313667085942,-0.02158327936789861,-0.09158356163326764,0.33185066196178203,-0.20492691748093714,3
0.8464821723796263,-0.0998735276560403,-0.9792918364662307,0.4488254494522548,0.29372268410869684,0.6857069570028095,-0.033673226175464366,-0.0842981953027172,0.3666337062360782,-0.18738165736730844,3
0.8388862632142648,-0.08482642823914932,-0.9875926478664719,0.48286214569264674,0.286360527113769,0.6701916252686663,-0.04396222536345673,-0.12385242436079957,0.4029308424273582,-0.19123283502262944,3
0.8192666731163476,-0.09732780829615262,-0.9876519883074198,0.5347090742811957,0.3459044542611609,0.6335346446474609,-0.08185807470330664,-0.22301792052592495,0.4485662041867516,-0.16607678088622832,3
0.7948597321578477,-0.1213136968291435,-1.0273125760446873,0.5637541280477358,0.34591660747631114,0.6151246613834825,-0.09545960195216063,-0.33606476296468113,0.5118625234610517,-0.1486447151176293,3
0.7998376701970564,-0.07893027184351809,-1.0264990636293587,0.5802040763541778,0.3041833354933774,0.6126097619312215,-0.12375960615285772,-0.2960482759317218,0.5099017843255653,-0.13399253015755153,3
0.7895170502217705,-0.09660492653092656,-1.083706846266392,0.6101489588389826,0.33148281324222384,0.6035464802318952,-0.09284910037595062,-0.2621025224745892,0.5624720144898205,-0.10469078622308421,3
0.7702705355108581,-0.09974787603223523,-1.1122626594564302,0.6411273414098742,0.3726628152285498,0.5844693441514693,-0.08520941859566317,-0.23756365917587385,0.5566225225851622,-0.12611234504131086,3
0.7561490901485077,-0.10711958650951448,-1.1389126699573453,0.6611091322710942,0.3983142004819824,0.5733113933303867,-0.08765847997622012,-0.21543808405205467,0.5568396671945164,-0.14707068859136835,3
0.7443335428044457,-0.146543417400254,-1.1951296831413851,0.6827550144642478,0.456330484922,0.5640567593622,-0.06158882442510477,-0.16919300229808965,0.5661175843920299,-0.1336730289620796,3
0.7444688930875245,-0.14916731942814043,-1.2012108260486443,0.7191764161802365,0.49087482694154505,0.545887078351701,-0.08076982265022181,-0.17014197099515116,0.5569668993594656,-0.14303563311545922,3
0.7131066868101141,-0.16961132283171332,-1.2008944321002006,0.7503673491458018,0.5562690333235703,0.5211266572664811,-0.09264896750892782,-0.1891529713059008,0.5481823919096278,-0.16560577519733,3
0.6764259416909011,-0.17827360351205623,-1.1513234239738965,0.8180893877207862,0.6539703328792303,0.47410095298377974,-0.13287465158466247,-0.26213700619771196,0.5946225216246848,-0.11072223129580488,3
0.674635348926728,-0.1692205265061575,-1.1757707254010732,0.8038695563264553,0.6003673517768593,0.48703322824324446,-0.1333910817028496,-0.23963900025182394,0.5731865354027484,-0.13816826150848788,3
0.6607914505174313,-0.20525011264329418,-1.229744772377539,0.7835644619126465,0.5944334411668455,0.495326456103209,-0.10940637393176958,-0.23772312414745977,0.5360723733949873,-0.15948898049708032,3
0.6380570247225126,-0.23967978244741595,-1.244647725114998,0.7746006486081387,0.6382720615589592,0.4878362188145965,-0.13309316286516856,-0.2809394666537135,0.5652644036362408,-0.12023799928466233,3
0.7776855395559095,-0.4765584711716251,-1.1620482817045064,0.5445712961407971,0.4294155658920136,-0.40354962109522335,-0.11825320193063935,-0.1296391387178858,0.6099154435931737,-0.12118939684068694,3
