PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,performance
0.2743141692729534,0.31377355981237603,0.5610760885653738,-0.17571506719124155,0.11339648404234892,-0.1581174370352607,0.02018100554856958,-0.14866243440500837,0.020251834315983572,0.08918887868892159,2
0.2756260738721634,0.3197269918954892,0.5698840168388315,-0.20375282270617778,0.15896560911892488,-0.11486380908011706,0.09035488826023852,-0.15500789108666002,-0.014305241463818986,0.09638267081029103,2
0.2705270372102744,0.30409236938704237,0.5827456934418096,-0.1933787009704378,0.15062163035365828,-0.11671174259649808,0.07595671750103097,-0.15470047712882995,0.0007013242722419682,0.09910766469899185,2
0.2698317402891326,0.3243525014351755,0.5789268291908114,-0.16761894383812348,0.17376271965327894,-0.09506110386605382,0.07807262840257528,-0.15994638989484328,0.021226827334144806,0.09782766280965778,2
0.2638314163604374,0.42965536669754323,0.5949385838403807,-0.06858046941707216,0.22010696272242303,-0.10264628373518025,0.03905631301429058,-0.056885614724730894,0.00028983633620825733,0.0010434471654604885,3
0.25087174251359734,0.39518793799486146,0.6606717484818352,-0.0342176869892869,0.2530275884104527,-0.060534993673667103,0.012333592217293549,-0.026635582343589675,0.008992334992932916,-0.03047289546389589,3
0.23948531751575564,0.4330944141421965,0.6960741516140401,0.059849304199214304,0.25096177773116946,-0.08746741296183469,-0.05178881883356656,0.06317149451840645,0.03305122374659634,-0.09643284500319775,3
0.23407419294883836,0.4206466457599539,0.7044216718690219,0.07409422635654261,0.25116240284626046,-0.08643445745863887,-0.019257603069814833,0.03852823935929827,0.06695179565796522,-0.07956151555088471,3
0.224402241014094,0.3388283600575556,0.7760606439372986,0.09285081839766485,0.274229294738898,-0.04517896510046182,-0.014653213580126945,0.04799004411531561,0.11009838589670043,-0.09040620729627727,3
0.22459288946397082,0.3351008141170926,0.771747412439941,0.1235031609270083,0.23282019721698766,-0.0835420577962026,-0.009172258535247946,0.022936495722810302,0.12427715290296473,-0.05611733488215541,3
0.2221129434359388,0.35827717220310673,0.7306008176807139,0.1583678399677489,0.13816532957230265,-0.1782966071273575,-0.056775813060327585,-0.01440712693253525,0.20975849365156596,-0.08299625844211089,3
0.2220711407737368,0.3451974307479467,0.7391604915548331,0.1507163382177289,0.18677563904139394,-0.12053191256969331,-0.004283178621781236,-0.07200170911627499,0.1725668856994187,-0.06938880596449995,3
0.22372121700155123,0.3934786328588836,0.7276554816865486,0.16189782657723434,0.17508002909915232,-0.1454576829814611,0.012629536192404922,-0.06843273133115715,0.17496221363648262,-0.0608203283690924,3
0.22532745260970755,0.44177866806396326,0.7188079505032621,0.17901903134128921,0.1736704410662575,-0.16633832309538965,0.0009105004060681599,-0.06432585294557588,0.17621140370966365,-0.058225259605116486,3
0.2159987151885998,0.4584761289301291,0.709495945181345,0.24310937806529476,0.10013482370541094,-0.24548154200345507,-0.07686327433513707,-0.06165379487156462,0.18163712685575756,-0.03453589158641733,3
0.20747931358389948,0.4161291311381601,0.7370961926281165,0.26846135818245725,0.10193200224373267,-0.22198170073719448,-0.10155111086908775,-0.0874469390068027,0.20453818098419835,-0.03301007847111473,3
0.1993079799519779,0.38523124282471033,0.7575063839044571,0.31446029558591065,0.07531807531873613,-0.22261439510666037,-0.14025373687008702,-0.11723361499023055,0.2067312643833844,-0.021429407845338977,3
0.2051486409776131,0.4174641376534497,0.7691025690023843,0.29635531388091757,0.06287603918367024,-0.2233491327801691,-0.0986573579545349,-0.13288356442929639,0.16480875099427789,-0.01900290208448399,3
0.19938763568945683,0.4218273862967866,0.7825226651850488,0.36258260315787855,-0.028148417426190342,-0.29994061897956015,-0.20683952029648656,-0.13032006568360102,0.20498038676049568,-0.011533173853876044,3
0.19838996213830296,0.43312019655584444,0.8141418776518894,0.338035039749179,-0.05033779706100505,-0.30676910980606054,-0.20879803320492085,-0.13218922873314037,0.1950565358791947,-0.009564908227161426,3
0.19527441413061775,0.4402778250864531,0.8328465619233112,0.3557581826294203,-0.05889246517912028,-0.3147997541339653,-0.19865218153238312,-0.13994160924765017,0.16671784726604116,-0.0008826398078570878,3
0.20091937527376924,0.47726940801196044,0.847553976990495,0.3233876202697756,-0.013038944749939052,-0.27450650801735765,-0.10818141385816926,-0.14758852395554353,0.1299922259665468,-0.00036246551094263127,3
0.194073374230332,0.49060688188447177,0.8684518380643225,0.32519540249914963,-0.027833492386440062,-0.2836279010545062,-0.11144927625728035,-0.14412117491960874,0.1449407637825501,-0.007035974577604093,3
0.19522445243586617,0.5442913273503416,0.89155570547988,0.26734070447727204,-0.0015764004164069423,-0.2554575383275046,-0.02264973874404408,-0.1345429188715252,0.10394578911378977,-0.018010334304777754,3
0.19434964077338623,0.5646166731808924,0.9109003318933298,0.24352347514409245,0.031128990256756195,-0.2200012892492067,0.026120045818740417,-0.13378593529965535,0.1002036313138199,-0.027423348014553227,3
0.205924196849959,0.6427185872614347,0.8937589760600655,0.22028988958380724,0.12181945101794245,-0.1585195220169191,0.1280416121892891,-0.1305106398060315,0.08621058438193341,-0.03256376909111458,3
0.20808489169661293,0.6716059758153938,0.9034795557578821,0.2297831563125014,0.1421839955395907,-0.1339932172008722,0.11196592084337473,-0.12138682567347531,0.1456269064925103,-0.041496939336338926,3
0.2178478261982213,0.7651894425852924,0.897507699330846,0.16089975806736373,0.13682871110472417,-0.15651159410690418,0.1967865610483504,-0.11133826885227219,0.06342988639059782,-0.03783960670034188,3
0.22047132911210632,0.8493292103303435,0.9294309300929016,0.09794590520312041,0.1315233886130487,-0.16975593574490788,0.26639942003597816,-0.11297986503828022,-0.022336670170433018,-0.035365637311137385,3
0.2178110272877305,0.8673643403267116,0.9538227595374396,0.08904327800610795,0.1672720014841913,-0.13365877677256544,0.2729983566767894,-0.09656894136224584,-0.015383083371888803,-0.047571964610195396,3
